Id,Prediction
174,4787523.449586906
175,3907414.544796046
176,7196095.726626761
177,5619832.820191786
178,3473155.4010052704
179,3747623.327864632
180,3361306.0475671533
181,4358409.995276779
182,3883516.6397953243
183,4557056.741927914
184,3645020.5704113636
185,4632740.145821098
186,4584997.339515372
187,4068245.813759513
188,5767026.505610608
189,4027464.0127432602
190,3298631.7141178963
191,4126144.1967658936
192,8620734.37410173
193,2607863.867021296
194,3615698.052699182
195,5588243.826357701
196,4597543.659893477
197,2610876.088931904
198,2965614.483275347
199,4520043.244629987
200,4015154.7129856143
201,3459060.2576377383
202,4134605.0611272557
203,3408216.6531683593
204,5314543.981804725
205,3652486.608582187
206,3729109.960773468
207,5546209.779417334
208,4092543.617675157
209,3195156.663354704
210,5324448.332780983
211,5145156.497645314
212,3327853.4321885845
213,2936020.3166207587
214,4405133.966548435
215,2389780.9608222223
216,4571521.082085077
217,5925323.218723551
218,4883123.066091032
219,2966171.456121975
220,5008452.533174136
221,3401319.483360083
222,4719821.71024809
223,4957265.22161684
224,6832488.8154933285
225,5195459.4194391435
226,1920890.3327384104
227,7593422.839781533
228,3604620.3501587994
229,5352636.69806801
230,3786544.6875375514
231,4043661.36694043
232,4345893.864794544
233,3659198.9644706454
234,6011998.774251879
235,4048634.682195583
236,3337096.1122203837
237,4708705.604389074
238,6199276.810239518
239,5387675.7104056375
240,4118752.1970152166
241,4329560.959018326
242,2900230.9755899026
243,3536051.4091045265
244,5348995.964053035
245,7498949.7138902545
246,4105795.5036380347
247,5493555.469677375
248,3648168.3054779186
249,4283072.473958399
250,2289519.4522662526
251,4862950.9120671
252,4482054.5296132695
253,3759037.7474380005
254,4148724.65876029
255,3875018.7909201854
256,3444415.1657647486
257,4482474.745361386
258,2800519.7253871905
259,2447046.8267241474
260,5984528.749259792
261,3840199.4209540756
262,6737207.938026433
263,4396468.597805023
264,2921461.0293198633
265,7811375.19607906
266,3501254.6838660566
267,5669081.688699385
268,5079051.299166054
269,3772458.018414982
270,3430838.776095462
271,3067146.7217900916
272,4130040.390638479
273,4421681.513889209
274,3671546.3454318065
275,10518849.271314967
276,9937792.085981691
277,5329672.091979037
278,4617037.849246122
279,3176430.6050998047
280,4084887.7632388524
281,5408788.993285281
282,3292043.6725883
283,2770464.1272319593
284,4834700.146468893
285,5083829.316545009
286,4113724.614657368
287,4563800.742518405
288,4981725.255912561
289,2779950.523789013
290,5132320.274045164
291,4528498.011205986
292,2872295.090429668
293,5612187.338797037
294,3769639.9760133917
295,5414481.618004512
296,4571344.248865731
297,3997625.5066422587
298,2795519.886719059
299,4086495.021121151
300,4346194.343223127
301,3660582.3028191207
302,4332529.131975096
303,4732994.424629984
304,4031820.6684306944
305,4631452.879348899
306,3119078.718347636
307,7366430.146344101
308,2217959.663955947
309,4555278.087113154
310,5615346.891019325
311,3326013.1769029666
312,2754490.262447479
313,4333086.934869309
314,2644723.8611429483
315,3667801.6361785945
316,2322396.16201339
317,3805046.186310585
318,5336129.954045736
319,4588090.537810249
320,2435759.8780669514
321,3178302.7648843625
322,3575696.128776592
323,3498485.403496579
324,3363666.51058427
325,3670952.3332238756
326,4650301.609889584
327,4377598.519285073
328,4325577.164348875
329,6917423.9254413955
330,2804034.41065964
331,5455485.794825184
332,5769224.026367453
333,4524109.129194251
334,5763990.005985176
335,4349502.969767393
336,3275479.278555346
337,5160292.523262001
338,5652616.224102837
339,2831976.187517491
340,4100857.7105552573
341,4405299.162223683
342,4819435.329583901
343,6373898.559818012
344,7103065.610031692
345,3562158.581740449
346,3915106.5569585953
347,5417801.697025658
348,2278498.129880217
349,3302877.6535493843
350,5190112.931541299
351,4156202.546959723
352,4291688.715147628
353,3877772.2474691123
354,2767377.4996878356
355,4068684.94820248
356,5062936.686918166
357,9434630.138094196
358,4028557.1995656136
359,5156819.373448924
360,4511056.893435377
361,4070476.8725052467
362,6857039.027610644
363,4528066.890300562
364,5335752.8203790905
365,3341293.8475626633
366,3142293.6470758654
367,3110907.997165606
368,4290574.985926781
369,6403157.103410249
370,4099636.9700548905
371,3874468.690108483
372,4411380.868252058
373,7252752.330728621
374,3607340.894867212
375,6020176.243489352
376,3387951.273680889
377,3244662.1058943914
378,4382647.8267748915
379,4391760.155063093
380,5543115.516817905
381,4589782.960816932
382,3772794.415327845
383,4206833.160671985
384,2968839.454886198
385,4908506.35755856
386,3253612.6233241754
387,4750367.222761346
388,4969113.458310355
389,4313468.204447437
390,4706644.724161541
391,3690286.69697255
392,2815207.4844180713
393,4021378.3658088148
394,5615774.924233976
395,2291818.0063496986
396,4969971.247457157
397,4261334.103906617
398,4992476.855311247
399,5292889.324958166
400,3468376.6133819143
401,3531018.64878308
402,3086674.14914128
403,3396701.1167206704
404,2505825.703538995
405,3781890.5322051984
406,4028166.501310405
407,4218538.036558842
408,3126693.7012936724
409,3973855.3912816243
410,2587178.9525391124
411,2327912.2836752394
412,4309435.938980096
413,3662784.413317661
414,5475769.06019999
415,4185523.9154972075
416,4008126.760126153
417,2115714.456547161
418,4535879.549043978
419,3782564.4410442994
420,4257624.743945136
421,4504448.017927968
422,3699753.3896013387
423,3182837.6399955763
424,4198128.768362153
425,7137233.436024772
426,4628398.447495232
427,2650839.8515209584
428,3742636.9264724487
429,2548494.263374779
430,5642350.097333235
431,7268911.998669592
432,2221325.7804146674
433,6174858.73237138
434,5111371.546865408
435,4271122.300573565
436,3391708.770982044
437,3275653.792953047
438,2960515.8290696247
439,5568731.718538869
440,4389410.825622287
441,5929307.091229785
442,6027653.722166078
443,4176017.534813319
444,4818418.411314399
445,4317519.192537745
446,7597948.613528978
447,4824399.130598371
448,4474939.824788561
449,4029768.964052843
450,4278943.181245752
451,3549061.953591975
452,3115657.666233636
453,2837473.4817399234
454,5330813.395915307
455,5172102.068931847
456,2981242.4067019983
457,3194354.6391233806
458,3646366.3574714693
459,4742978.950223666
460,5855099.61647461
461,4098633.888615611
462,4815497.821250793
463,2587046.4869403797
464,7599764.86322869
465,3277834.6564553087
466,3438378.2980599543
467,3803005.2185141356
468,3671542.772391096
469,3730928.220744441
470,2511160.870520519
471,3772302.2068449263
472,2537140.9270411707
473,3302269.5401002434
474,6244905.075208093
475,5416986.612529224
476,2613209.8586001783
477,3217688.4902988654
478,4527607.497757596
479,3744931.0171987456
480,3106068.0914456863
481,8430098.598004624
482,2479972.3413118664
483,5533039.353642759
484,6600616.545493859
485,4977894.518525647
486,6117821.230561726
487,4181309.622482808
488,4572110.075442663
489,3241355.870797283
490,6171752.657302416
491,2946164.881316398
492,4805144.857508126
493,5938117.674796055
494,4217553.550878838
495,4091939.80903969
496,4620592.3153661145
497,3607848.469989099
498,3432772.382763895
499,5176803.194754538
500,4578025.5344043365
501,2606696.0249292348
502,3208255.1675432734
503,4835422.03656953
504,2812752.323044105
505,3379281.354134255
506,3698010.196204197
507,4526625.113658972
508,3289818.27845685
509,4713529.736489802
510,5171042.720591172
511,4240482.502016101
512,3592197.4213484153
513,4709491.575986638
514,3980405.3842090424
515,1935246.9785383889
516,3864027.3605405074
517,4971565.8505717795
518,4096362.945984166
519,4218099.464063039
520,2976316.742607491
521,6593684.436727965
522,7484094.027133387
523,7940062.136212239
524,5898541.372404486
525,3313651.357847806
526,3256921.5012031663
527,4021171.9853021884
528,4476520.497855281
529,4831726.367482303
530,3881342.4528404716
531,4269513.835381471
532,3853103.5534918206
533,3894829.481175426
534,3629037.6242656815
535,4587523.174546511
536,4671591.089173674
537,2496850.877758462
538,3215792.812189599
539,4368883.651329155
540,4352528.840820183
541,2226679.6417972012
542,3267049.81637238
543,4848860.523704795
544,4415029.39165331
545,5754977.352286232
546,2365268.908600599
547,5819918.2036624225
548,2633595.4123229627
549,2952876.0976974475
550,3400153.703638893
551,3741898.8607812547
552,7105916.698641933
553,4850954.019430574
554,4692926.090358691
555,4672861.640998196
556,4527635.157810054
557,4366925.658533914
558,4115121.513443781
559,5286958.8854266675
560,4879603.234078721
561,7493844.628839095
562,2118285.78089607
563,3890951.107576669
564,3124857.667981699
565,4812290.103501402
566,3704104.9585745395
567,7826219.011121421
568,4688263.599286354
569,2977576.3616436976
570,4991478.399262257
571,5560716.7089118725
572,4317173.568556636
573,4149697.34043529
574,6714685.88425141
575,4250860.532248331
576,7352453.341285531
577,4375114.227285365
578,3607940.8296076753
579,4444781.8254477
580,2125064.5098167374
581,4666101.683155184
582,5203090.414694236
583,5664190.92764555
584,3809130.431130088
585,3146218.2353042075
586,3761506.633304022
587,2558091.321875726
588,4389758.267288457
589,4826709.428322037
590,2507697.0668873247
591,5386249.603643046
592,5458660.451756793
593,2807610.930793734
594,3901893.918641128
595,3741154.556760034
596,3748803.8824795247
597,3013711.0714478935
598,3983024.9749290426
599,4464062.672716323
600,3340288.4805137813
601,8597130.150572494
602,3503098.0764656696
603,3145700.5857063658
604,2438566.906024706
605,3265006.0765721626
606,2605391.228482811
607,5459928.412014999
608,2353887.96155451
609,7384941.63699837
610,10611090.870419998
611,2309132.898867888
612,3555450.568849657
613,5031132.759612033
614,6799888.268485214
615,1973288.3630360726
616,5696525.235444846
617,3796750.6838732525
618,8709140.65090767
619,4122814.064026603
620,2834798.798476916
621,4825371.367595437
622,4106011.156420014
623,7052257.033690505
624,2462059.350862874
625,3431730.1277001854
626,3425157.0815350595
627,6380559.683404207
628,4049110.1876699957
629,4770639.706332127
630,4855362.679071704
631,3829718.3895732607
632,4362463.3890841985
633,5445894.508677693
634,2407048.0663219327
635,3113429.849793289
636,6135824.823435216
637,3355861.3463351796
638,2859713.6445264597
639,5043333.539931921
640,3128254.5387776094
641,4230677.600380896
642,2346604.0162270414
643,6163783.222108955
644,4019121.174292833
645,5440121.520752559
646,4837759.821033995
647,4101083.022919163
648,2769565.7175272997
649,3214636.8072117446
650,4153093.348595535
651,2958702.626281031
652,3259399.726048623
653,3972106.564193589
654,5017439.158793416
655,4320388.893625939
656,4917218.577522944
657,4401512.767316224
658,4521992.203764025
659,6095947.676195726
660,4689697.884120418
661,4939305.652850367
662,4372427.10796454
663,3800747.0144985197
664,3629678.0689703594
665,3685991.563139074
666,4518839.7240910735
667,2899041.9376344695
668,4926367.818964041
669,4413982.580831447
670,2856511.255573809
671,4125697.143872466
672,2439651.204652393
673,3605083.821906096
674,3360251.0339033576
675,2303310.8286345727
676,3378664.3397902306
677,2648483.201587128
678,3594250.3550688806
679,4692907.343072939
680,2928316.10748472
681,4776392.401475044
682,3208070.449968779
683,4720548.625684252
684,4005534.854493778
685,4892911.089571322
686,3102197.6812735614
687,3190873.8062067362
688,4160527.1818909636
689,2960126.4664379894
690,3576915.793283553
691,2393883.277580415
692,2534516.423546057
693,2646940.5054822285
694,2848619.349440783
695,2584288.766003095
696,4201122.169611994
697,5218268.352118925
698,2973194.5306276097
699,3668697.619337054
700,7863953.346822581
701,2935380.531773121
702,5420079.146282788
703,2808755.0266531804
704,4008939.5439248877
705,5290767.911392804
706,4846692.416678723
707,3799113.1280658445
708,5603919.412403286
709,5064722.5893680435
710,4132559.7642553244
711,5529824.165996617
712,2670448.983405955
713,4167973.3504598895
714,5479257.278914956
715,3307246.96519929
716,5045683.707591887
717,4775622.189493504
718,4743429.747563432
719,3874647.6330983257
720,5088826.61728034
721,4472082.146715298
722,4011389.737596229
723,2620830.7729760883
724,3327507.676303182
725,3662963.201053825
726,2518126.31017608
727,4395788.27224062
728,3747676.1579122194
729,3717347.765270052
730,3107990.9051161776
731,3572107.729474923
732,3726579.754098485
733,8576113.21530312
734,3164382.1573037063
735,2755780.872704378
736,3258440.859446454
737,3040168.7603817233
738,3196143.390250189
739,3581716.160658198
740,5237766.265021777
741,5102290.76057304
742,4595954.874914313
743,4823784.062007997
744,2691395.668528452
745,4914445.843459577
746,2904416.7451840704
747,6344290.29977614
748,4207814.5494177425
749,4334902.012801036
750,7559383.685046553
751,3819637.77464055
752,4288971.5659138365
753,2855999.622895979
754,3207656.2806467153
755,4096121.5905023
756,3953501.709683084
757,3273373.6436153846
758,3751320.549714914
759,5742397.284491599
760,4325614.873522654
761,4210754.440635047
762,2495677.8755068774
763,3977564.267178009
764,3710113.847533264
765,9623255.903577952
766,5871951.183027668
767,3514204.1814384847
768,3374103.5995344953
769,5406014.103657487
770,5385119.1157118585
771,5073395.470033039
772,5768422.679852871
773,3866679.67971001
774,4669524.140935065
775,5362906.995856104
776,3346806.0026320335
777,4919426.566510375
778,3941871.139826326
779,3728685.3718108116
780,2768270.445972629
781,4719104.84481284
782,5478178.019141499
783,2563576.5326883327
784,4244525.030867096
785,2714936.263480356
786,4945330.444166925
787,4692825.011575504
788,5098556.680914864
789,4015252.3337459005
790,4181322.7126236646
791,3425157.0815350595
792,2164332.9059481234
793,3809951.7976804976
794,2704039.536234873
795,4957032.644861296
796,3367148.319509989
797,3762407.153312821
798,4800447.1561054215
799,4336098.640823542
800,4655924.093713806
801,5461117.390455982
802,6169696.778259
803,4925555.561562683
804,5179779.160866906
805,3333864.203830915
806,4205085.09347927
807,4180437.321504476
808,4773507.9265180025
809,2332727.438942538
810,4246087.728562909
811,3695724.402818302
812,6437236.11631597
813,5274097.316449834
814,2871625.9567092108
815,4841796.238030329
816,3626348.182945661
817,3505473.7309546014
818,4748350.752935136
819,1791773.242269002
820,5145408.372950064
821,4886367.676067182
822,4094395.0776670775
823,4113645.2837441447
824,4541621.325667382
825,5813114.115497071
826,4130791.27477153
827,3063928.0574424053
828,5113548.899868479
829,5202712.719295027
830,4522733.103251891
831,7291638.622302947
832,3006848.839925648
833,4330903.870986519
834,4938217.463471925
835,3752183.6806907402
836,2168754.6702660862
837,4814890.503583829
838,3474888.016127379
839,2164271.261605369
840,2994452.49190563
841,3806602.1987273376
842,5930315.367090062
843,3641137.941333256
844,5919538.365580529
845,4226787.32762055
846,4544738.434045686
847,4535755.727577748
848,2815196.980566629
849,3173953.9219247405
850,3866638.399745739
851,3432990.9408525615
852,8199933.430776749
853,2402661.2815005314
854,3551262.0653305207
855,4112896.124883946
856,4525231.189531665
857,3849604.5269350773
858,2674243.844788448
859,3369621.1068355255
860,5071506.815658648
861,4937507.517371458
862,3088330.533976658
863,4271141.601553465
864,5002401.681694398
865,4356608.345295391
866,2763410.2505800948
867,2421156.6515419893
868,5449108.866143518
869,3911979.5924184327
870,2060985.8139893406
871,5946663.617115981
872,4083914.4955430045
873,4298924.712567687
874,4287739.247363334
875,2578311.840904404
876,3040318.8958153217
877,4153293.0815122896
878,4613427.193677271
879,4489231.275446276
880,3216460.921699669
881,2778074.808896606
882,5867659.370861718
883,3265182.6887185117
884,4735405.181316598
885,6775077.132253805
886,4054293.3555458137
887,4379139.270858724
888,2268176.823540552
889,3787957.724690603
890,3789898.778730889
891,3345026.7991386135
892,4773217.591758521
893,2789476.5255864672
894,5463633.358633007
895,4046348.8210234633
896,3862917.8948977673
897,3503004.9809186286
898,3480171.3756302604
899,8421666.97519576
900,3119962.151775266
901,8007298.0270459885
902,5245675.348407929
903,3145998.473989185
904,2045291.7656404744
905,4272012.976675581
906,3539028.716258205
907,2780210.147320707
908,4273918.877459601
909,4052614.2041055355
910,4438664.5427745925
911,7938103.345918507
912,2926314.380679294
913,4624966.062216055
914,3509129.333031159
915,4796330.000504297
916,2585769.0090500433
917,4104642.996246192
918,2975462.595544747
919,3772486.806825179
920,4286052.238579975
921,3854082.9083307115
922,4099359.182299228
923,3474160.806873839
924,4143711.4872730463
925,6028387.370063834
926,7312013.456684992
927,5761974.871191295
928,3855377.2123154057
929,3652307.846945802
930,4454455.332792048
931,2771842.2204619474
932,3990003.1392580955
933,7603397.971898105
934,4510353.680822066
935,7078595.416285877
936,3093224.283405118
937,4513553.821254404
938,3220146.7797362134
939,4012039.3537049033
940,4081988.324811099
941,3360254.067238715
942,2679690.7907567895
943,3048739.4770867615
944,5506071.74117593
945,2342545.723535804
946,4114426.6058283686
947,4689110.343451256
948,4894638.26806361
949,3868644.9590803157
950,5521964.438316639
951,4276294.608124555
952,2679187.704577686
953,3820913.360735494
954,5068842.575464241
955,4012818.094536026
956,3989318.611676923
957,4774241.3751661675
958,5798783.084473664
959,4784615.040822188
960,3114915.103341622
961,4423693.208806473
962,5483606.965963708
963,4527382.3749079425
964,10063135.17013967
965,3084481.714761687
966,5039016.377307819
967,3719507.0585255125
968,2826061.647790418
969,3947239.081708611
970,3999847.0634165425
971,3895052.5071524377
972,2905249.8513148604
973,3250701.3110402185
974,4431388.832019445
975,4718882.749316445
976,2773785.9017628566
977,3273272.3091757386
978,3848073.2120846394
979,5237160.63784165
980,4419581.700201783
981,2115288.026640286
982,4119565.3604152417
983,4363490.207918838
984,4476117.503793992
985,3237934.9966323627
986,3443189.033105555
987,4429149.847854717
988,6341961.631261272
989,4592341.083635188
990,4952758.681433423
991,2089779.2148252272
992,4848420.303798327
993,4375216.601661561
994,4422213.559167875
995,2769727.3001666726
996,4838516.956027307
997,4836386.226911121
998,3660201.048274652
999,4300104.583613743
1000,4428569.004705964
1001,3404585.830554688
1002,4024436.074418255
1003,3547408.856080839
1004,6174408.541343016
1005,4466311.688854306
1006,6100252.557054922
1007,4263667.899636888
1008,2516836.7816099124
1009,2511222.1027263836
1010,3661636.6700640256
1011,4538773.164029
1012,2926722.4249739363
1013,5566898.009945571
1014,5119324.403637051
1015,5877457.723771467
1016,7087050.076350193
1017,5130280.904292313
1018,4031703.3459386947
1019,3874793.3860075665
1020,5528096.500406777
1021,4177364.784407237
1022,4565046.356950253
1023,3073298.339644328
1024,4158598.4699269384
1025,3863394.7653265125
1026,3810844.2584294127
1027,4938737.152543312
1028,6372307.367365549
1029,2956476.548294576
1030,5719253.619791158
1031,3669926.223716638
1032,3356644.7854318637
1033,3826232.65155814
1034,4600235.197714342
1035,3407221.713361999
1036,3551048.4177095853
1037,2880664.10717204
1038,5202219.199387577
1039,3872676.2306376128
1040,5053662.759358234
1041,2752546.4242220377
1042,3072970.721510171
1043,3840440.9499533037
1044,4483405.150939056
1045,4898892.074491839
1046,4798145.254597719
1047,5214060.311420501
1048,3820447.521275321
1049,4477890.776655874
1050,4394984.875817809
1051,3261671.9035588456
1052,4195687.705102728
1053,2972470.5461078594
1054,5029779.338768741
1055,4090465.9434450692
1056,8378494.228440241
1057,4439103.024431655
1058,2165875.327558532
1059,10355696.843386116
1060,5786166.953952391
1061,4249600.235503719
1062,4326631.604829357
1063,5370489.122395994
1064,4202761.00279148
1065,3919572.1433771662
1066,4652646.301339612
1067,6316838.755567519
1068,4534883.926364146
1069,3332808.243449358
1070,3701489.2449881993
1071,5633662.721265598
1072,3763903.3752028365
1073,8173511.56181534
1074,6254614.759100297
1075,3640732.7428507507
1076,3902790.925135521
1077,3933431.6371392854
1078,3442024.949898705
1079,5067788.488219825
1080,2657083.0899019185
1081,3325258.1491079847
1082,4818864.911543533
1083,4803069.913790057
1084,5102264.137550266
1085,2662447.008032049
1086,5998841.681384549
1087,3462552.800113088
1088,2840279.6466919086
1089,2878275.397300611
1090,5353861.839722638
1091,2676182.4013804803
1092,3209520.6777132694
1093,3245458.4187229206
1094,2668061.8941842825
1095,3803608.2124556536
1096,2316861.9773098296
1097,2799487.7121915133
1098,3746895.544832139
1099,3390782.5918675954
1100,2862021.116869651
1101,4112208.867211529
1102,3977844.5426006806
1103,4633264.352120564
1104,4978082.064318425
1105,2795026.5270105214
1106,2608995.0023837406
1107,7508842.651525194
1108,6236199.568124448
1109,3833006.6922919997
1110,5751750.436137817
1111,6674893.208447526
1112,3624548.4896749724
1113,2514777.904080899
1114,4609476.229613701
1115,3493160.751545776
1116,3455989.2629392045
1117,8615404.212206889
1118,4023972.2140099555
1119,2723622.253600018
1120,2911031.0843647034
1121,1980667.970341094
1122,3953170.1454950864
1123,1965600.3276031362
1124,2935446.209888327
1125,4943970.101960471
1126,4799426.212612177
1127,2399338.4125139047
1128,3853866.5500009945
1129,3263810.73233918
1130,3601350.3433345314
1131,5620002.588550024
1132,3524866.636949673
1133,2728766.612935645
1134,4862188.907643067
1135,3829524.1328056427
1136,5444989.081231678
1137,2275454.584000379
1138,5147068.665774505
1139,3747295.9201322575
1140,3274301.2785317013
1141,4156465.9193369485
1142,4312053.74569669
1143,4162325.7017291286
1144,3941465.564605045
1145,4519735.355614449
1146,3601580.225880454
1147,5426343.155660995
1148,4963930.295277967
1149,6367700.008334598
1150,4612414.61797644
1151,2059902.5196798216
1152,2409402.329951486
1153,3505019.9439716856
1154,4846296.842127927
1155,2894450.7192077665
1156,4001908.420305259
1157,4368819.900922911
1158,4006358.210327371
1159,2769404.456890889
1160,3178668.6298572654
1161,4032954.264890534
1162,7864956.665205648
1163,4168828.839399509
1164,2985834.158498081
1165,4244910.073273839
1166,5084340.985993333
1167,7536230.019616107
1168,2043761.8537635303
1169,4467719.730959051
1170,4277549.956818698
1171,2314325.667858295
1172,2024524.413835566
1173,4526587.3735321965
1174,3482407.4376765667
1175,4886141.59022429
1176,4393831.899899761
1177,4328010.3064221395
1178,5900547.378947891
1179,3151056.9180735573
1180,3847070.538935006
1181,4705273.966770398
1182,6020511.696789503
1183,2899197.655633367
1184,4324389.6362960655
1185,3063210.6227656547
1186,4672258.096507898
1187,3057291.8103428613
1188,4711571.984921773
1189,5105533.151257181
1190,3683384.8334143064
1191,3815810.392546318
1192,6993815.327371179
1193,3600264.1804634673
1194,3923526.760962605
1195,3802261.6551795686
1196,4123513.0953632654
1197,2587927.8170978306
1198,2877267.5861629113
1199,3862842.498221016
1200,6461859.652566179
1201,5309585.7886160035
1202,2060276.9034131446
1203,3088745.3479682324
1204,4083738.2745328387
1205,2279024.9620537595
1206,4115957.7448431468
1207,3172588.958399076
1208,3821781.8402178995
1209,4459193.371977435
1210,3940225.08337017
1211,4143025.599389869
1212,4030018.6019482953
1213,3884613.1244945475
1214,3975518.4989278237
1215,3110846.9563903897
1216,4482975.820633385
1217,3499394.5345411873
1218,2610965.2551352615
1219,5988500.865495583
1220,4420224.872080489
1221,4228753.393756043
1222,3926803.308521198
1223,6974580.610194961
1224,5683175.649959103
1225,3990718.4248122536
1226,3304551.0377153307
1227,3485003.325033741
1228,2628387.340685889
1229,4748633.452274332
1230,3634127.284643033
1231,4310196.89413392
1232,2917758.012471203
1233,6003553.891716422
1234,3687367.2502477053
1235,4451515.738962854
1236,3599451.581958377
1237,3250936.6820349526
1238,2854099.9360213378
1239,4342052.300492303
1240,3056918.9684814145
1241,3682749.197702443
1242,7128113.014319502
1243,3760956.248175145
1244,4507829.239914611
1245,4006566.2844543206
1246,3828733.606816995
1247,6216443.845757556
1248,2409184.2716814857
1249,5016712.924393298
1250,3736979.757573934
1251,3654973.601157213
1252,3963325.3180902335
1253,7219444.458996683
1254,5652711.030707895
1255,4870847.668872949
1256,4412154.26154448
1257,3977699.6266694022
1258,4800934.119789456
1259,2879098.8154909885
1260,4514943.921382033
1261,4794009.077361362
1262,4635521.38352301
1263,2561954.7803725707
1264,4196968.2859912235
1265,4030149.348529888
1266,6088369.000494113
1267,4517185.461328368
1268,4012868.2027980876
1269,3841896.438527245
1270,2861535.643247105
1271,3932235.83349597
1272,4801223.776054682
1273,3567148.0230916585
1274,3210394.518814909
1275,5053333.726310089
1276,2888840.865965506
1277,2378275.6589279547
1278,3659014.2348654713
1279,4192615.94553044
1280,5798730.013487989
1281,3976990.41590066
1282,5391136.042492137
1283,2724978.702575067
1284,4548086.204088387
1285,2757561.168191412
1286,2290421.6315400256
1287,3272474.3444208116
1288,3601572.129857896
1289,2384097.905549197
1290,3285127.1044209623
1291,3397095.9920256445
1292,6560604.994703889
1293,4403740.214932383
1294,4544385.926709876
1295,5062612.33823277
1296,5174320.744298811
1297,3428321.8651696453
1298,3164143.9242026927
1299,2980627.0635897755
1300,5409476.95740483
1301,4796701.040322159
1302,4586996.2186900135
1303,3945659.1126853335
1304,2779986.9903187715
1305,5118108.066618855
1306,3530224.8147002403
1307,5545356.804503567
1308,4108837.1130374465
1309,4262431.412116812
1310,4550545.504478803
1311,5514588.652158322
1312,3360973.0270827496
1313,5492448.533324744
1314,3045017.425359938
1315,5498318.009752957
1316,3975892.121134414
1317,4901885.3134732675
1318,3649397.3660819065
1319,3472539.869105871
1320,6428342.944679714
1321,4978553.093205265
1322,5366821.675055648
1323,3253956.969712762
